Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1387;0;0;0;0;1;0;0;0;0;0;0;1;2
1387E;0;0;0;0;0;0;0;0;0;0;0;2;2
1428;0;0;1;0;0;0;0;1;0;2;4;4;12
8175;0;0;0;1;0;0;0;0;0;0;0;0;1
8178D;0;0;0;1;0;0;0;0;0;0;0;0;1
8025;0;0;0;2;0;0;0;1;2;0;0;0;5
8019;0;0;0;2;0;0;0;1;2;1;0;0;6
6325O;0;0;0;0;0;0;0;0;1;1;0;0;2
9091O;2;1;0;0;0;0;0;0;0;0;1;1;5
1212E;2;0;0;0;1;0;0;0;0;1;2;2;8
1208H;2;0;0;0;1;0;0;0;0;2;3;1;9
1249I;3;0;0;0;0;0;0;0;0;1;4;1;9
2444;0;0;0;0;0;0;0;0;0;0;0;0;0
4452;0;0;0;0;0;0;0;0;0;0;0;0;0
B954;0;0;0;0;0;0;0;1;1;1;0;1;4
B893;1;;0;0;0;0;0;0;1;0;1;1;
B228;0;0;0;0;0;0;0;0;0;2;0;1;3
B278;0;0;0;0;0;0;0;0;0;2;0;2;4
0200E;0;0;0;0;1;0;1;0;1;1;0;1;5
0076;0;0;0;0;1;1;1;1;2;1;0;1;8
1082;2;0;0;0;0;0;1;0;0;0;3;0;6
2331;0;0;0;0;0;0;1;0;0;0;0;1;2
3469A;0;0;0;0;0;0;0;0;0;0;0;1;1
5973;0;0;0;0;0;0;0;0;0;0;0;0;0
5960;0;0;0;0;0;0;0;0;0;0;0;1;1
5910;0;0;0;0;0;0;0;0;0;0;0;0;0
6001;0;0;;;;;;0;0;0;0;;
1111;1;0;0;1;0;0;0;0;0;3;1;1;7
1109;2;0;0;1;0;0;0;0;0;3;2;1;9
8500A;0;0;0;0;0;0;0;0;0;0;0;1;1
5000C;0;1;0;1;0;0;0;0;0;0;0;1;3
4121;0;0;0;0;0;0;0;0;0;0;0;0;0
5402;0;0;0;0;0;0;0;0;0;0;1;2;3
8096;0;0;0;0;1;0;0;0;0;0;0;1;2
1014;2;0;0;0;2;0;1;0;0;0;7;1;13
1024E;2;1;0;0;1;1;1;1;0;0;4;1;12
0367;0;0;0;0;0;0;0;0;0;1;0;1;2
5530E;0;0;0;0;0;0;0;0;0;0;0;1;1
5514;0;0;0;0;0;0;0;0;2;0;0;0;2
3013;0;0;0;1;0;0;0;0;0;0;0;0;1
4642E;0;0;0;0;0;0;0;0;0;0;0;;
9898;0;0;0;0;0;0;0;1;0;1;0;0;2
5270B;0;0;0;0;0;0;0;;;0;1;2;
9170;0;0;0;0;0;0;0;0;0;0;0;0;0
C249I;0;0;0;0;0;0;0;0;0;0;0;0;0
C649I;0;0;0;0;0;0;0;0;0;0;0;0;0
C029O;0;0;0;0;0;0;0;0;0;0;0;0;0
2661;0;0;0;0;0;0;0;0;0;0;0;2;2
1549;0;0;0;0;0;0;0;0;0;1;0;1;2
9771C;0;0;0;0;0;0;0;0;0;1;0;0;1
1505;0;0;1;0;0;0;0;0;1;1;2;1;6
3191E;0;0;0;0;0;0;0;0;0;0;0;1;1
3129;0;0;0;0;0;0;0;1;0;0;0;0;1
3196;0;0;0;0;0;0;0;1;0;0;0;1;2
3200;0;0;0;0;0;0;0;0;0;0;0;2;2
3195;0;0;0;0;0;0;0;0;0;0;0;1;1
3175;0;0;0;0;0;0;0;0;0;0;0;0;0
2462;2;0;0;0;0;0;0;0;0;0;1;2;5
6155A;0;0;0;0;0;0;0;0;1;0;0;0;1
6000A;0;0;0;0;0;0;0;0;0;0;1;0;1
7178I;0;0;0;1;0;0;0;1;2;0;0;0;4
7228;0;0;0;1;0;0;0;0;2;0;0;1;4
7031;0;0;0;1;0;0;0;0;1;0;0;1;3
9262;2;0;0;0;1;0;0;0;;;1;;
9263D;1;0;0;1;1;0;0;0;0;0;1;1;5
1690A;0;0;0;0;0;0;0;0;0;2;0;1;3
1484C;2;0;1;0;0;1;0;0;0;3;3;3;13
1495;3;0;1;1;0;0;0;0;0;1;3;3;12
2867;0;0;0;0;0;0;0;0;0;0;0;1;1
2870;0;0;0;0;0;;;0;0;0;0;1;
C929I;0;0;0;0;0;0;0;0;0;0;0;0;0
C430E;0;0;0;0;0;0;0;0;0;1;0;1;2
C139E;0;0;0;0;0;0;0;0;0;0;0;0;0
C449C;0;0;0;0;0;0;0;0;0;0;0;0;0
C447A;0;0;0;0;0;0;0;0;0;1;0;0;1
C429I;0;0;0;0;0;0;0;0;0;0;0;0;0
2465;0;0;0;0;0;0;0;1;0;0;0;0;1
5796;1;0;0;0;0;0;0;0;0;0;0;1;2
5783;0;0;0;0;0;0;0;0;0;0;0;1;1
2030;0;0;0;1;0;0;1;0;0;0;0;1;3
0016A;0;0;0;0;1;0;0;1;0;1;0;0;3
9981A;0;0;0;0;0;0;0;0;0;1;0;1;2
9381I;0;0;0;1;;0;1;0;0;0;0;0;
8368U;0;0;0;1;0;0;0;0;0;0;0;0;1
3260B;0;0;0;;0;0;0;0;;0;0;0;
8416;0;0;0;1;0;0;0;0;1;0;0;0;2
8414A;0;0;0;1;0;0;0;0;1;0;0;0;2
2422;0;0;0;0;0;0;0;0;1;0;0;1;2
2539;0;0;0;0;0;0;0;0;1;0;0;1;2
2614;0;0;0;0;0;0;0;0;0;0;0;0;0
9390;0;0;0;1;0;0;0;0;0;0;0;0;1
9434;0;0;0;0;0;0;0;0;0;0;0;0;0
