Indicativo;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1505;100.0;58.8;71.9;150.0;33.0;50.4;48.8;22.0;72.4;154.4;333.4;180.3;1275.4
3191E;34.7;2.2;16.3;97.0;0.8;2.1;2.0;13.2;42.5;30.0;60.1;112.4;413.3
3129;18.2;0.5;12.7;81.5;0.0;2.4;17.1;44.4;37.9;33.1;30.7;57.7;336.2
3196;19.3;0.7;7.5;71.7;0.5;0.7;9.6;52.3;47.9;39.1;38.2;81.6;369.1
3200;14.0;1.8;9.1;70.4;1.1;1.0;2.5;33.2;31.3;40.3;39.9;101.6;346.2
3195;18.6;1.0;9.8;83.2;0.1;2.0;8.6;58.4;33.1;42.6;44.0;90.1;391.5
3175;14.6;0.5;10.2;75.2;0.0;2.1;9.6;15.7;45.9;26.8;29.4;52.9;282.9
2462;153.3;14.2;44.0;153.4;5.6;8.3;11.2;45.6;71.6;103.6;313.5;229.1;1153.4
6155A;3.8;5.6;20.4;37.2;0.0;0.0;0.0;0.0;60.3;5.1;30.2;42.0;204.6
6000A;13.8;8.0;52.0;27.6;0.0;10.6;0.0;1.6;22.9;34.4;56.8;31.0;258.7
7178I;1.2;0.0;17.9;123.1;5.0;1.2;0.0;37.6;217.5;21.9;13.6;37.0;476.0
7228;1.3;0.0;14.7;121.2;4.2;1.4;0.0;11.9;240.4;25.1;10.2;47.3;477.7
7031;1.7;0.0;23.8;103.3;0.0;1.0;0.1;3.9;225.2;37.4;12.9;112.7;522.0
9262;182.1;53.0;20.6;71.5;104.6;33.9;50.7;8.3;70.2;66.0;256.8;;
9263D;145.0;44.6;19.9;82.3;89.9;34.8;44.9;11.2;42.2;72.1;236.6;86.3;909.8
1690A;71.4;23.4;58.2;159.6;9.6;41.2;20.0;22.0;30.4;153.0;148.6;183.8;921.2
1484C;204.2;44.3;123.8;213.2;27.0;72.0;24.5;56.6;88.6;254.4;408.7;366.4;1883.7
1495;237.8;39.6;113.6;246.8;27.3;40.2;14.8;48.1;53.5;200.4;460.0;379.5;1861.6
2867;14.3;6.0;13.5;29.4;2.8;4.6;3.2;30.9;25.0;42.5;48.0;57.6;277.8
2870;15.6;6.4;13.2;37.2;3.2;;;29.6;37.2;53.9;61.4;66.0;
C929I;6.3;3.7;20.0;35.3;0.0;1.4;0.0;0.0;5.1;3.3;2.2;7.0;84.3
C430E;26.2;31.1;28.0;11.6;0.0;0.0;0.0;0.2;5.4;51.3;4.3;107.0;265.1
C139E;16.1;6.2;6.8;9.9;0.0;9.3;0.4;0.0;6.9;50.9;29.7;11.4;147.6
C449C;13.8;19.6;5.2;28.6;0.0;0.0;0.0;0.0;0.8;34.4;7.4;31.6;141.4
C447A;32.5;32.1;39.1;32.1;1.4;15.7;5.2;0.7;1.0;48.8;29.7;63.2;301.5
C429I;0.7;0.4;10.5;28.1;0.0;0.0;0.0;0.0;4.5;6.8;0.3;0.0;51.3
2465;53.2;1.8;5.8;54.4;17.6;8.2;16.4;38.0;7.8;57.0;84.8;46.6;391.6
5796;57.2;1.0;25.8;68.9;0.0;0.1;0.0;0.0;18.2;21.7;55.6;83.1;331.6
5783;28.4;0.3;5.1;75.5;0.0;0.0;0.0;0.0;3.3;7.7;62.0;83.1;265.4
2030;44.0;5.0;13.6;102.2;28.0;23.0;97.2;30.2;37.0;38.8;79.6;74.2;572.8
0016A;2.5;1.5;0.9;22.6;45.8;5.9;7.0;58.5;23.8;121.4;19.0;32.5;341.4
9981A;4.6;3.8;4.6;17.7;31.6;1.4;25.8;49.4;37.8;82.8;11.2;48.8;319.5
9381I;20.4;2.2;18.2;89.8;;0.6;84.6;14.0;11.6;27.0;55.2;23.2;
8368U;4.0;3.8;25.4;84.0;10.0;4.2;6.6;23.8;39.4;32.2;17.2;13.6;264.2
3260B;9.4;1.2;3.2;;0.8;0.0;9.0;4.2;;16.7;43.2;50.6;
8416;0.7;0.0;20.6;64.6;22.8;0.0;7.1;10.2;113.8;27.0;3.8;87.0;357.6
8414A;0.1;0.0;39.0;78.4;26.8;0.0;14.3;11.7;123.3;22.3;3.3;75.1;394.3
2422;25.2;1.0;12.0;51.6;4.6;4.4;27.4;18.6;59.0;67.6;61.4;64.8;397.6
2539;29.2;4.2;14.7;46.1;5.3;17.2;31.2;16.3;57.7;65.0;62.0;74.6;423.5
2614;21.0;7.8;18.4;38.8;1.0;25.6;23.0;15.4;4.8;63.0;45.6;79.8;344.2
9390;16.2;8.0;18.4;89.1;42.3;6.2;42.2;12.6;8.6;31.6;46.9;22.8;344.9
9434;20.2;2.1;13.6;33.6;39.0;7.6;26.6;28.0;1.6;26.4;45.8;26.0;270.5
