Parámetro,región,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre,media anual
Precipitación,COMUNIDAD DE MADRID,27.1,3.6,12.1,90.4,3.1,2.5,5.4,29.9,57.4,42.5,71.6,93.8,36.62
