Indicativo,NOMBRE,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,media anual,Tipo
3191E,COLMENAR VIEJO/FAMET,60.0,62.0,61.0,78.0,87.0,92.0,117.0,122.0,114.0,107.0,86.0,79.0,88.75,E
3129,MADRID/BARAJAS,59.0,61.0,63.0,82.0,84.0,88.0,111.0,113.0,123.0,112.0,91.0,87.0,89.5,E
3196,MADRID/CUATRO VIENTOS,64.0,66.0,66.0,84.0,91.0,101.0,118.0,125.0,128.0,117.0,92.0,88.0,95.0,E
3200,MADRID/GETAFE,63.0,59.3,64.0,85.0,92.0,96.0,122.0,113.6,126.0,115.0,86.0,90.0,92.66,E
3195,"MADRID,RETIRO",57.0,61.0,69.0,82.0,101.0,126.0,112.0,118.0,107.0,104.0,83.0,75.0,91.25,E
3175,MADRID/TORREJÓN,60.0,61.0,63.0,86.0,85.0,89.0,113.0,115.0,128.0,118.0,98.0,89.0,92.08,E
2462,"NAVACERRADA,PUERTO",40.0,45.0,48.0,62.0,66.0,73.0,91.0,89.0,90.0,85.0,66.0,84.6,69.97,E
